requirement_id,id_number,summary,text,context,verification,actor,conformance,conditional,source
REQ-648,648,Observation resource SHALL NOT contain nested contained resources,"""If the resource is contained in another resource, it SHALL NOT contain nested Resources""",Invariant validation rule for US Core Observation Clinical Result Profile ensuring proper containment hierarchy,Test,System implementing US Core Observation Clinical Result Profile,SHALL,True,Section 14.142 - Invariant dom-2
REQ-649,649,Contained observation resource SHALL be referenced or refer to containing resource,"""If the resource is contained in another resource, it SHALL be referred to from elsewhere in the resource or SHALL refer to the containing resource""",Invariant validation rule for US Core Observation Clinical Result Profile ensuring proper reference relationships for contained resources,Test,System implementing US Core Observation Clinical Result Profile,SHALL,True,Section 14.142 - Invariant dom-3
REQ-650,650,Contained observation resource SHALL NOT have meta.versionId or meta.lastUpdated,"""If a resource is contained in another resource, it SHALL NOT have a meta.versionId or a meta.lastUpdated""",Invariant validation rule for US Core Observation Clinical Result Profile ensuring contained resources do not have version metadata,Test,System implementing US Core Observation Clinical Result Profile,SHALL,True,Section 14.142 - Invariant dom-4
REQ-651,651,Contained observation resource SHALL NOT have security label,"""If a resource is contained in another resource, it SHALL NOT have a security label""",Invariant validation rule for US Core Observation Clinical Result Profile ensuring contained resources do not have security labels,Test,System implementing US Core Observation Clinical Result Profile,SHALL,True,Section 14.142 - Invariant dom-5
REQ-652,652,dataAbsentReason SHALL only be present if Observation.value[x] is not present,"""dataAbsentReason SHALL only be present if Observation.value[x] is not present""",Invariant validation rule for US Core Observation Clinical Result Profile ensuring proper use of dataAbsentReason element,Test,System implementing US Core Observation Clinical Result Profile,SHALL,False,Section 14.142 - Invariant obs-6
REQ-653,653,Value element SHALL NOT be present when Observation.code same as component.code,"""If Observation.code is the same as an Observation.component.code then the value element associated with the code SHALL NOT be present""",Invariant validation rule for US Core Observation Clinical Result Profile ensuring no duplicate value representation,Test,System implementing US Core Observation Clinical Result Profile,SHALL,True,Section 14.142 - Invariant obs-7
REQ-654,654,Value or data absent reason must be present when no component or hasMember,"""If there is no component or hasMember element then either a value[x] or a data absent reason must be present""",US Core specific invariant ensuring observation has meaningful content when not grouped,Test,System implementing US Core Observation Clinical Result Profile,SHALL,True,Section 14.142 - Invariant us-core-2
REQ-655,655,Status codes SHALL be taken from ObservationStatus value set,"""The codes SHALL be taken from ObservationStatus""",Binding requirement for observation status field in US Core Observation Clinical Result Profile,Test,System implementing US Core Observation Clinical Result Profile,SHALL,False,Section 14.142 - Observation.status binding
REQ-656,656,Category codes SHALL be taken from US Core Clinical Result Observation Category,"""The codes SHALL be taken from US Core Clinical Result Observation Category""",Required binding for us-core category slice in US Core Observation Clinical Result Profile,Test,System implementing US Core Observation Clinical Result Profile,SHALL,True,Section 14.142 - Observation.category:us-core binding
REQ-657,657,LOINC SHALL be used for observation code if concept present in LOINC,"""The name of the clinical test or procedure performed on a patient. A LOINC SHALL be used if the concept is present in LOINC.""",Coding requirement for clinical test identification in US Core Observation Clinical Result Profile,Test,System implementing US Core Observation Clinical Result Profile,SHALL,True,Section 14.142 - Observation.code definition
REQ-658,658,Systems SHALL be capable of sending local code if one exists,"""Systems SHALL be capable of sending the local code if one exists.""",System capability requirement for local code transmission in observation coding patterns,Test,System implementing US Core Observation Clinical Result Profile,SHALL,True,Section 14.142 - Observation.code comments
REQ-659,659,Observation SHALL be matched to patient when subject missing,"""In this case, the observation SHALL be matched to a patient through some context/channel matching technique, and at this point, the observation should be updated.""",Requirement for device-generated observations without known patient context,Test,System implementing US Core Observation Clinical Result Profile,SHALL,True,Section 14.142 - Observation.subject comments
REQ-660,660,DateTime must be at least to day precision,"""Datetime must be at least to day. ($this is dateTime implies $this.toString().length() >= 10)""",US Core specific invariant ensuring minimum precision for effective datetime in observations,Test,System implementing US Core Observation Clinical Result Profile,SHALL,True,Section 14.142 - Invariant us-core-1
REQ-661,661,UCUM SHALL be used for coded quantity units in value element,"""SHALL use UCUM for coded quantity units. (ofType(Quantity).system.empty() or ofType(Quantity).system = 'http://unitsofmeasure.org')""",US Core specific invariant ensuring standardized units for numeric observation values,Test,System implementing US Core Observation Clinical Result Profile,SHALL,True,Section 14.142 - Invariant us-core-3
REQ-662,662,Numeric value SHALL use UCUM code from unitsofmeasure.org,"""If a numeric value, valueQuantity.code SHALL be selected from [UCUM](http://unitsofmeasure.org). A FHIR [UCUM Codes value set](http://hl7.org/fhir/STU3/valueset-ucum-units.html) that defines all UCUM codes is in the FHIR specification.""",Requirement for standardized units when observation value is numeric quantity,Test,System implementing US Core Observation Clinical Result Profile,SHALL,True,Section 14.142 - Observation.value[x] definition
REQ-663,663,"Reference range must have low, high, or text","""Must have at least a low or a high or text (low.exists() or high.exists() or text.exists())""",Invariant validation rule ensuring reference ranges contain meaningful content,Test,System implementing US Core Observation Clinical Result Profile,SHALL,True,Section 14.142 - Invariant obs-3
REQ-664,664,Modifier extensions SHALL NOT change meaning of Resource or DomainResource elements,"""Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).""",FHIR extension constraint ensuring modifier extensions maintain semantic integrity,Test,System implementing US Core Observation Clinical Result Profile,SHALL,True,Section 14.142 - Observation.modifierExtension definition
REQ-665,665,Applications SHALL check for modifier extensions,"""Applications processing a resource are required to check for modifier extensions.""",FHIR processing requirement ensuring applications handle modifier extensions appropriately,Test,Applications processing US Core Observation Clinical Result Profile resources,SHALL,False,Section 14.142 - Observation.modifierExtension definition
